feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
9769,15507,15746,,,,,,
9781,15508,15747,,,,,,
9768,15509,15748,,,,,,
9766,15510,15749,,,,,,
9764,15511,15750,,,,,,
9763,15512,15751,,,,,,
9761,15513,15752,,,,,,
9760,15514,15753,,,,,,
9782,15515,15754,,,,,,
9793,15516,15755,,,,,,
9802,15517,15756,,,,,,
9801,15518,15757,,,,,,
9800,15519,15758,,,,,,
9799,15520,15759,,,,,,
9798,15521,15760,,,,,,
9794,15522,15761,,,,,,
9783,15523,15762,,,,,,
9791,15524,15763,,,,,,
9789,15525,15764,,,,,,
9788,15526,15765,,,,,,
9785,15527,15766,,,,,,
9784,15528,15767,,,,,,
9710,15529,15768,,,,,,
9724,15530,15769,,,,,,
9732,15531,15770,,,,,,
9731,15532,15771,,,,,,
9729,15533,15772,,,,,,
9728,15534,15773,,,,,,
9726,15535,15774,,,,,,
9723,15536,15775,,,,,,
9734,15537,15776,,,,,,
9721,15538,15777,,,,,,
9720,15539,15778,,,,,,
9717,15540,15779,,,,,,
9715,15541,15780,,,,,,
9712,15542,15781,,,,,,
9711,15543,15782,,,,,,
9735,15544,15783,,,,,,
9756,15545,15784,,,,,,
9747,15546,15785,,,,,,
9755,15547,15786,,,,,,
9754,15548,15787,,,,,,
9753,15549,15788,,,,,,
9751,15550,15789,,,,,,
9750,15551,15790,,,,,,
9749,15552,15791,,,,,,
9748,15553,15792,,,,,,
9736,15554,15793,,,,,,
9745,15555,15794,,,,,,
9743,15556,15795,,,,,,
9742,15557,15796,,,,,,
9740,15558,15797,,,,,,
9739,15559,15798,,,,,,
9737,15560,15799,,,,,,
9204,15561,15800,,,,,,
8422,15562,15801,,,,,,
8714,15563,15802,,,,,,
8688,15564,15803,,,,,,
8684,15565,15804,,,,,,
8682,15566,15805,,,,,,
8681,15567,15806,,,,,,
8677,15568,15807,,,,,,
8673,15569,15808,,,,,,
8672,15570,15809,,,,,,
8670,15571,15810,,,,,,
8690,15572,15811,,,,,,
8703,15573,15812,,,,,,
8711,15574,15813,,,,,,
8709,15575,15814,,,,,,
8704,15576,15815,,,,,,
8693,15577,15816,,,,,,
8701,15578,15817,,,,,,
8699,15579,15818,,,,,,
8698,15580,15819,,,,,,
8697,15581,15820,,,,,,
8664,15582,15821,,,,,,
8630,15583,15822,,,,,,
8638,15584,15823,,,,,,
8636,15585,15824,,,,,,
8635,15586,15825,,,,,,
8633,15587,15826,,,,,,
8632,15588,15827,,,,,,
8631,15589,15828,,,,,,
8628,15590,15829,,,,,,
8627,15591,15830,,,,,,
8626,15592,15831,,,,,,
8625,15593,15832,,,,,,
8624,15594,15833,,,,,,
8621,15595,15834,,,,,,
8663,15596,15835,,,,,,
8661,15597,15836,,,,,,
8658,15598,15837,,,,,,
8656,15599,15838,,,,,,
8654,15600,15839,,,,,,
8652,15601,15840,,,,,,
8642,15602,15841,,,,,,
8650,15603,15842,,,,,,
8647,15604,15843,,,,,,
8646,15605,15844,,,,,,
8644,15606,15845,,,,,,
8643,15607,15846,,,,,,
8715,15608,15847,,,,,,
8618,15609,15848,,,,,,
8716,15610,15849,,,,,,
8784,15611,15850,,,,,,
8783,15612,15851,,,,,,
8779,15613,15852,,,,,,
8777,15614,15853,,,,,,
8772,15615,15854,,,,,,
8771,15616,15855,,,,,,
8768,15617,15856,,,,,,
8767,15618,15857,,,,,,
8786,15619,15858,,,,,,
8789,15620,15859,,,,,,
8811,15621,15860,,,,,,
8807,15622,15861,,,,,,
8803,15623,15862,,,,,,
8802,15624,15863,,,,,,
8800,15625,15864,,,,,,
8799,15626,15865,,,,,,
8795,15627,15866,,,,,,
8793,15628,15867,,,,,,
8766,15629,15868,,,,,,
8765,15630,15869,,,,,,
8726,15631,15870,,,,,,
8733,15632,15871,,,,,,
8731,15633,15872,,,,,,
8730,15634,15873,,,,,,
8729,15635,15874,,,,,,
8728,15636,15875,,,,,,
8727,15637,15876,,,,,,
8725,15638,15877,,,,,,
8722,15639,15878,,,,,,
8721,15640,15879,,,,,,
8720,15641,15880,,,,,,
8719,15642,15881,,,,,,
8718,15643,15882,,,,,,
8763,15644,15883,,,,,,
8752,15645,15884,,,,,,
8760,15646,15885,,,,,,
8759,15647,15886,,,,,,
8757,15648,15887,,,,,,
8753,15649,15888,,,,,,
8751,15650,15889,,,,,,
8749,15651,15890,,,,,,
8746,15652,15891,,,,,,
8745,15653,15892,,,,,,
8744,15654,15893,,,,,,
8742,15655,15894,,,,,,
8741,15656,15895,,,,,,
8619,15657,15896,,,,,,
9201,15658,15897,,,,,,
8488,15659,15898,,,,,,
8487,15660,15899,,,,,,
8486,15661,15900,,,,,,
8480,15662,15901,,,,,,
8479,15663,15902,,,,,,
8478,15664,15903,,,,,,
8477,15665,15904,,,,,,
8475,15666,15905,,,,,,
8473,15667,15906,,,,,,
8472,15668,15907,,,,,,
8471,15669,15908,,,,,,
8470,15670,15909,,,,,,
8469,15671,15910,,,,,,
8491,15672,15911,,,,,,
8495,15673,15912,,,,,,
8513,15674,15913,,,,,,
8511,15675,15914,,,,,,
8510,15676,15915,,,,,,
8507,15677,15916,,,,,,
8504,15678,15917,,,,,,
8503,15679,15918,,,,,,
8500,15680,15919,,,,,,
8467,15681,15920,,,,,,
8432,15682,15921,,,,,,
8440,15683,15922,,,,,,
8439,15684,15923,,,,,,
8438,15685,15924,,,,,,
8437,15686,15925,,,,,,
8436,15687,15926,,,,,,
8435,15688,15927,,,,,,
8434,15689,15928,,,,,,
8433,15690,15929,,,,,,
8431,15691,15930,,,,,,
8428,15692,15931,,,,,,
8425,15693,15932,,,,,,
8424,15694,15933,,,,,,
8423,15695,15934,,,,,,
8465,15696,15935,,,,,,
8464,15697,15936,,,,,,
8463,15698,15937,,,,,,
8460,15699,15938,,,,,,
8459,15700,15939,,,,,,
8457,15701,15940,,,,,,
8456,15702,15941,,,,,,
8452,15703,15942,,,,,,
8450,15704,15943,,,,,,
8449,15705,15944,,,,,,
8448,15706,15945,,,,,,
8447,15707,15946,,,,,,
8446,15708,15947,,,,,,
8445,15709,15948,,,,,,
8519,15710,15949,,,,,,
8616,15711,15950,,,,,,
8520,15712,15951,,,,,,
8589,15713,15952,,,,,,
8588,15714,15953,,,,,,
8584,15715,15954,,,,,,
8583,15716,15955,,,,,,
8581,15717,15956,,,,,,
8580,15718,15957,,,,,,
8579,15719,15958,,,,,,
8577,15720,15959,,,,,,
8574,15721,15960,,,,,,
8572,15722,15961,,,,,,
8569,15723,15962,,,,,,
8568,15724,15963,,,,,,
8590,15725,15964,,,,,,
8591,15726,15965,,,,,,
8613,15727,15966,,,,,,
8612,15728,15967,,,,,,
8610,15729,15968,,,,,,
8609,15730,15969,,,,,,
8607,15731,15970,,,,,,
8604,15732,15971,,,,,,
8595,15733,15972,,,,,,
8603,15734,15973,,,,,,
8601,15735,15974,,,,,,
8599,15736,15975,,,,,,
8597,15737,15976,,,,,,
8596,15738,15977,,,,,,
8567,15739,15978,,,,,,
8565,15740,15979,,,,,,
8540,15741,15980,,,,,,
8538,15742,15981,,,,,,
8537,15743,15982,,,,,,
8536,15744,15983,,,,,,
8534,15745,15984,,,,,,
8532,15746,15985,,,,,,
8529,15747,15986,,,,,,
8525,15748,15987,,,,,,
8524,15749,15988,,,,,,
8522,15750,15989,,,,,,
8563,15751,15990,,,,,,
8554,15752,15991,,,,,,
8561,15753,15992,,,,,,
8560,15754,15993,,,,,,
8556,15755,15994,,,,,,
8555,15756,15995,,,,,,
8553,15757,15996,,,,,,
8544,15758,15997,,,,,,
8552,15759,15998,,,,,,
8551,15760,15999,,,,,,
8550,15761,16000,,,,,,
8549,15762,16001,,,,,,
8548,15763,16002,,,,,,
8547,15764,16003,,,,,,
8546,15765,16004,,,,,,
8545,15766,16005,,,,,,
8815,15767,16006,,,,,,
9080,15768,16007,,,,,,
9077,15769,16008,,,,,,
9074,15770,16009,,,,,,
9071,15771,16010,,,,,,
9070,15772,16011,,,,,,
9069,15773,16012,,,,,,
9068,15774,16013,,,,,,
9066,15775,16014,,,,,,
9063,15776,16015,,,,,,
9061,15777,16016,,,,,,
9060,15778,16017,,,,,,
9081,15779,16018,,,,,,
9083,15780,16019,,,,,,
9096,15781,16020,,,,,,
9105,15782,16021,,,,,,
9100,15783,16022,,,,,,
9084,15784,16023,,,,,,
9093,15785,16024,,,,,,
9091,15786,16025,,,,,,
9087,15787,16026,,,,,,
9059,15788,16027,,,,,,
9058,15789,16028,,,,,,
9057,15790,16029,,,,,,
9023,15791,16030,,,,,,
9030,15792,16031,,,,,,
9029,15793,16032,,,,,,
9025,15794,16033,,,,,,
9022,15795,16034,,,,,,
9033,15796,16035,,,,,,
9021,15797,16036,,,,,,
9020,15798,16037,,,,,,
9018,15799,16038,,,,,,
9032,15800,16039,,,,,,
9034,15801,16040,,,,,,
9056,15802,16041,,,,,,
9047,15803,16042,,,,,,
9054,15804,16043,,,,,,
9053,15805,16044,,,,,,
9052,15806,16045,,,,,,
9051,15807,16046,,,,,,
9049,15808,16047,,,,,,
9048,15809,16048,,,,,,
9035,15810,16049,,,,,,
9045,15811,16050,,,,,,
9043,15812,16051,,,,,,
9037,15813,16052,,,,,,
9106,15814,16053,,,,,,
8816,15815,16054,,,,,,
9178,15816,16055,,,,,,
9176,15817,16056,,,,,,
9174,15818,16057,,,,,,
9170,15819,16058,,,,,,
9168,15820,16059,,,,,,
9167,15821,16060,,,,,,
9166,15822,16061,,,,,,
9165,15823,16062,,,,,,
9163,15824,16063,,,,,,
9160,15825,16064,,,,,,
9159,15826,16065,,,,,,
9181,15827,16066,,,,,,
9192,15828,16067,,,,,,
9198,15829,16068,,,,,,
9197,15830,16069,,,,,,
9196,15831,16070,,,,,,
9194,15832,16071,,,,,,
9193,15833,16072,,,,,,
9190,15834,16073,,,,,,
9189,15835,16074,,,,,,
9188,15836,16075,,,,,,
9187,15837,16076,,,,,,
9185,15838,16077,,,,,,
9184,15839,16078,,,,,,
9157,15840,16079,,,,,,
9126,15841,16080,,,,,,
9124,15842,16081,,,,,,
9122,15843,16082,,,,,,
9121,15844,16083,,,,,,
9119,15845,16084,,,,,,
9130,15846,16085,,,,,,
9118,15847,16086,,,,,,
9112,15848,16087,,,,,,
9111,15849,16088,,,,,,
9129,15850,16089,,,,,,
9131,15851,16090,,,,,,
9144,15852,16091,,,,,,
9154,15853,16092,,,,,,
9153,15854,16093,,,,,,
9150,15855,16094,,,,,,
9147,15856,16095,,,,,,
9142,15857,16096,,,,,,
9132,15858,16097,,,,,,
9141,15859,16098,,,,,,
9138,15860,16099,,,,,,
9135,15861,16100,,,,,,
9134,15862,16101,,,,,,
9010,15863,16102,,,,,,
9009,15864,16103,,,,,,
8883,15865,16104,,,,,,
8882,15866,16105,,,,,,
8879,15867,16106,,,,,,
8874,15868,16107,,,,,,
8872,15869,16108,,,,,,
8871,15870,16109,,,,,,
8890,15871,16110,,,,,,
8903,15872,16111,,,,,,
8912,15873,16112,,,,,,
8911,15874,16113,,,,,,
8910,15875,16114,,,,,,
8906,15876,16115,,,,,,
8905,15877,16116,,,,,,
8904,15878,16117,,,,,,
8902,15879,16118,,,,,,
8893,15880,16119,,,,,,
8901,15881,16120,,,,,,
8897,15882,16121,,,,,,
8896,15883,16122,,,,,,
8895,15884,16123,,,,,,
8866,15885,16124,,,,,,
8864,15886,16125,,,,,,
8836,15887,16126,,,,,,
8833,15888,16127,,,,,,
8832,15889,16128,,,,,,
8831,15890,16129,,,,,,
8829,15891,16130,,,,,,
8828,15892,16131,,,,,,
8826,15893,16132,,,,,,
8838,15894,16133,,,,,,
8822,15895,16134,,,,,,
8821,15896,16135,,,,,,
8820,15897,16136,,,,,,
8819,15898,16137,,,,,,
8837,15899,16138,,,,,,
8863,15900,16139,,,,,,
8852,15901,16140,,,,,,
8860,15902,16141,,,,,,
8859,15903,16142,,,,,,
8857,15904,16143,,,,,,
8855,15905,16144,,,,,,
8854,15906,16145,,,,,,
8851,15907,16146,,,,,,
8840,15908,16147,,,,,,
8850,15909,16148,,,,,,
8847,15910,16149,,,,,,
8844,15911,16150,,,,,,
8843,15912,16151,,,,,,
8841,15913,16152,,,,,,
8913,15914,16153,,,,,,
8914,15915,16154,,,,,,
8915,15916,16155,,,,,,
8983,15917,16156,,,,,,
8981,15918,16157,,,,,,
8979,15919,16158,,,,,,
8978,15920,16159,,,,,,
8977,15921,16160,,,,,,
8976,15922,16161,,,,,,
8972,15923,16162,,,,,,
8985,15924,16163,,,,,,
8970,15925,16164,,,,,,
8968,15926,16165,,,,,,
8967,15927,16166,,,,,,
8966,15928,16167,,,,,,
8964,15929,16168,,,,,,
8984,15930,16169,,,,,,
8986,15931,16170,,,,,,
8962,15932,16171,,,,,,
8999,15933,16172,,,,,,
9003,15934,16173,,,,,,
9001,15935,16174,,,,,,
9000,15936,16175,,,,,,
8996,15937,16176,,,,,,
8992,15938,16177,,,,,,
8988,15939,16178,,,,,,
8916,15940,16179,,,,,,
8928,15941,16180,,,,,,
8935,15942,16181,,,,,,
8932,15943,16182,,,,,,
8929,15944,16183,,,,,,
8927,15945,16184,,,,,,
8922,15946,16185,,,,,,
8951,15947,16186,,,,,,
8958,15948,16187,,,,,,
8956,15949,16188,,,,,,
8954,15950,16189,,,,,,
8952,15951,16190,,,,,,
8950,15952,16191,,,,,,
8941,15953,16192,,,,,,
8948,15954,16193,,,,,,
8947,15955,16194,,,,,,
8946,15956,16195,,,,,,
8944,15957,16196,,,,,,
8943,15958,16197,,,,,,
8942,15959,16198,,,,,,
24575,15960,16199,,,,,,
1938,15961,16200,,,,,,
5241,15962,16201,,,,,,
18419,15963,16202,,,,,,
8014,15964,16203,,,,,,
12554,15965,16204,,,,,,
18012,15966,16205,,,,,,
3492,15967,16206,,,,,,
13731,15968,16207,,,,,,
2467,15969,16208,,,,,,
10665,15970,16209,,,,,,
8517,15971,16210,,,,,,
22127,15972,16211,,,,,,
4027,15973,16212,,,,,,
11267,15974,16213,,,,,,
1907,15975,16214,,,,,,
21453,15976,16215,,,,,,
23157,15977,16216,,,,,,
17287,15978,16217,,,,,,
10001,15979,16218,,,,,,
12044,15980,16219,,,,,,
2246,15981,16220,,,,,,
22896,15982,16221,,,,,,
13402,15983,16222,,,,,,
7317,15984,16223,,,,,,
3608,15985,16224,,,,,,
16706,15986,16225,,,,,,
1979,15987,16226,,,,,,
2003,15988,16227,,,,,,
9038,15989,16228,,,,,,
20622,15990,16229,,,,,,
20728,15991,16230,,,,,,
21444,15992,16231,,,,,,
5812,15993,16232,,,,,,
15606,15994,16233,,,,,,
16315,15995,16234,,,,,,
3547,15996,16235,,,,,,
19562,15997,16236,,,,,,
11575,15998,16237,,,,,,
14251,15999,16238,,,,,,
14344,16000,16239,,,,,,
2884,16001,16240,,,,,,
8206,16002,16241,,,,,,
8963,16003,16242,,,,,,
21133,16004,16243,,,,,,
586,16005,16244,,,,,,
10269,16006,16245,,,,,,
768,16007,16246,,,,,,
23229,16008,16247,,,,,,
8873,16009,16248,,,,,,
12175,16010,16249,,,,,,
19349,16011,16250,,,,,,
10874,16012,16251,,,,,,
4549,16013,16252,,,,,,
18977,16014,16253,,,,,,
16498,16015,16254,,,,,,
18739,16016,16255,,,,,,
11406,16017,16256,,,,,,
15123,16018,16257,,,,,,
3289,16019,16258,,,,,,
4917,16020,16259,,,,,,
15352,16021,16260,,,,,,
9237,16022,16261,,,,,,
15605,16023,16262,,,,,,
16402,16024,16263,,,,,,
13720,16025,16264,,,,,,
12997,16026,16265,,,,,,
12216,16027,16266,,,,,,
8086,16028,16267,,,,,,
8298,16029,16268,,,,,,
14825,16030,16269,,,,,,
21692,16031,16270,,,,,,
24055,16032,16271,,,,,,
2030,16033,16272,,,,,,
22057,16034,16273,,,,,,
9462,16035,16274,,,,,,
14498,16036,16275,,,,,,
9560,16037,16276,,,,,,
3070,16038,16277,,,,,,
2504,16039,16278,,,,,,
22399,16040,16279,,,,,,
5950,16041,16280,,,,,,
21027,16042,16281,,,,,,
16709,16043,16282,,,,,,
6487,16044,16283,,,,,,
1707,16045,16284,,,,,,
16759,16046,16285,,,,,,
12408,16047,16286,,,,,,
10514,16048,16287,,,,,,
8100,16049,16288,,,,,,
22551,16050,16289,,,,,,
14492,16051,16290,,,,,,
13949,16052,16291,,,,,,
13052,16053,16292,,,,,,
11972,16054,16293,,,,,,
10774,16055,16294,,,,,,
12799,16056,16295,,,,,,
23721,16057,16296,,,,,,
5031,16058,16297,,,,,,
2047,16059,16298,,,,,,
11789,16060,16299,,,,,,
755,16061,16300,,,,,,
10239,16062,16301,,,,,,
12195,16063,16302,,,,,,
1549,16064,16303,,,,,,
17687,16065,16304,,,,,,
11400,16066,16305,,,,,,
790,16067,16306,,,,,,
23782,16068,16307,,,,,,
19912,16069,16308,,,,,,
6457,16070,16309,,,,,,
16571,16071,16310,,,,,,
10439,16072,16311,,,,,,
15716,16073,16312,,,,,,
9149,16074,16313,,,,,,
913,16075,16314,,,,,,
16821,16076,16315,,,,,,
13875,16077,16316,,,,,,
20042,16078,16317,,,,,,
15770,16079,16318,,,,,,
13003,16080,16319,,,,,,
11694,16081,16320,,,,,,
13981,16082,16321,,,,,,
10922,16083,16322,,,,,,
13465,16084,16323,,,,,,
14824,16085,16324,,,,,,
19669,16086,16325,,,,,,
7195,16087,16326,,,,,,
9536,16088,16327,,,,,,
863,16089,16328,,,,,,
20945,16090,16329,,,,,,
6743,16091,16330,,,,,,
14941,16092,16331,,,,,,
3367,16093,16332,,,,,,
12933,16094,16333,,,,,,
14605,16095,16334,,,,,,
22361,16096,16335,,,,,,
2362,16097,16336,,,,,,
12520,16098,16337,,,,,,
10305,16099,16338,,,,,,
14427,16100,16339,,,,,,
11030,16101,16340,,,,,,
21101,16102,16341,,,,,,
11291,16103,16342,,,,,,
9410,16104,16343,,,,,,
20478,16105,16344,,,,,,
12754,16106,16345,,,,,,
24380,16107,16346,,,,,,
21609,16108,16347,,,,,,
18972,16109,16348,,,,,,
4721,16110,16349,,,,,,
14626,16111,16350,,,,,,
6651,16112,16351,,,,,,
20347,16113,16352,,,,,,
17244,16114,16353,,,,,,
2985,16115,16354,,,,,,
19942,16116,16355,,,,,,
8180,16117,16356,,,,,,
6712,16118,16357,,,,,,
8421,16119,16358,,,,,,
22060,16120,16359,,,,,,
10042,16121,16360,,,,,,
4142,16122,16361,,,,,,
4631,16123,16362,,,,,,
22790,16124,16363,,,,,,
23080,16125,16364,,,,,,
2688,16126,16365,,,,,,
3031,16127,16366,,,,,,
20702,16128,16367,,,,,,
8122,16129,16368,,,,,,
9479,16130,16369,,,,,,
12865,16131,16370,,,,,,
5440,16132,16371,,,,,,
14266,16133,16372,,,,,,
20126,16134,16373,,,,,,
14506,16135,16374,,,,,,
7727,16136,16375,,,,,,
10516,16137,16376,,,,,,
3106,16138,16377,,,,,,
3696,16139,16378,,,,,,
19782,16140,16379,,,,,,
3770,16141,16380,,,,,,
14820,16142,16381,,,,,,
11848,16143,16382,,,,,,
331,16144,16383,,,,,,
20495,16145,16384,,,,,,
21956,16146,16385,,,,,,
19606,16147,16386,,,,,,
13826,16148,16387,,,,,,
6215,16149,16388,,,,,,
12758,16150,16389,,,,,,
18803,16151,16390,,,,,,
6229,16152,16391,,,,,,
3334,16153,16392,,,,,,
5899,16154,16393,,,,,,
2144,16155,16394,,,,,,
1476,16156,16395,,,,,,
1331,16157,16396,,,,,,
14477,16158,16397,,,,,,
5509,16159,16398,,,,,,
9110,16160,16399,,,,,,
18581,16161,16400,,,,,,
2944,16162,16401,,,,,,
11110,16163,16402,,,,,,
14392,16164,16403,,,,,,
6697,16165,16404,,,,,,
2095,16166,16405,,,,,,
20873,16167,16406,,,,,,
21315,16168,16407,,,,,,
22006,16169,16408,,,,,,
7796,16170,16409,,,,,,
9545,16171,16410,,,,,,
336,16172,16411,,,,,,
3581,16173,16412,,,,,,
3992,16174,16413,,,,,,
17263,16175,16414,,,,,,
9746,16176,16415,,,,,,
5318,16177,16416,,,,,,
16601,16178,16417,,,,,,
338,16179,16418,,,,,,
20733,16180,16419,,,,,,
19299,16181,16420,,,,,,
3232,16182,16421,,,,,,
21675,16183,16422,,,,,,
11764,16184,16423,,,,,,
23265,16185,16424,,,,,,
10080,16186,16425,,,,,,
14210,16187,16426,,,,,,
11572,16188,16427,,,,,,
11242,16189,16428,,,,,,
1182,16190,16429,,,,,,
18504,16191,16430,,,,,,
20435,16192,16431,,,,,,
23142,16193,16432,,,,,,
22857,16194,16433,,,,,,
832,16195,16434,,,,,,
16600,16196,16435,,,,,,
4065,16197,16436,,,,,,
19018,16198,16437,,,,,,
6978,16199,16438,,,,,,
23199,16200,16439,,,,,,
5575,16201,16440,,,,,,
17507,16202,16441,,,,,,
4272,16203,16442,,,,,,
22322,16204,16443,,,,,,
23299,16205,16444,,,,,,
11865,16206,16445,,,,,,
14327,16207,16446,,,,,,
14281,16208,16447,,,,,,
511,16209,16448,,,,,,
6868,16210,16449,,,,,,
17340,16211,16450,,,,,,
22774,16212,16451,,,,,,
883,16213,16452,,,,,,
2975,16214,16453,,,,,,
16118,16215,16454,,,,,,
2123,16216,16455,,,,,,
840,16217,16456,,,,,,
10942,16218,16457,,,,,,
19138,16219,16458,,,,,,
23296,16220,16459,,,,,,
21999,16221,16460,,,,,,
16214,16222,16461,,,,,,
23098,16223,16462,,,,,,
7523,16224,16463,,,,,,
19313,16225,16464,,,,,,
19426,16226,16465,,,,,,
12725,16227,16466,,,,,,
18396,16228,16467,,,,,,
4443,16229,16468,,,,,,
20070,16230,16469,,,,,,
4253,16231,16470,,,,,,
14259,16232,16471,,,,,,
14974,16233,16472,,,,,,
1234,16234,16473,,,,,,
13436,16235,16474,,,,,,
1110,16236,16475,,,,,,
21667,16237,16476,,,,,,
16509,16238,16477,,,,,,
24211,16239,16478,,,,,,
5047,16240,16479,,,,,,
12093,16241,16480,,,,,,
7179,16242,16481,,,,,,
22211,16243,16482,,,,,,
23017,16244,16483,,,,,,
20567,16245,16484,,,,,,
5463,16246,16485,,,,,,
17447,16247,16486,,,,,,
6904,16248,16487,,,,,,
23019,16249,16488,,,,,,
18183,16250,16489,,,,,,
16530,16251,16490,,,,,,
15229,16252,16491,,,,,,
1409,16253,16492,,,,,,
24108,16254,16493,,,,,,
2198,16255,16494,,,,,,
20002,16256,16495,,,,,,
24202,16257,16496,,,,,,
3848,16258,16497,,,,,,
11135,16259,16498,,,,,,
4078,16260,16499,,,,,,
16476,16261,16500,,,,,,
2241,16262,16501,,,,,,
19485,16263,16502,,,,,,
15785,16264,16503,,,,,,
10787,16265,16504,,,,,,
12315,16266,16505,,,,,,
4398,16267,16506,,,,,,
13759,16268,16507,,,,,,
2280,16269,16508,,,,,,
17159,16270,16509,,,,,,
23321,16271,16510,,,,,,
20628,16272,16511,,,,,,
11560,16273,16512,,,,,,
19496,16274,16513,,,,,,
12576,16275,16514,,,,,,
1735,16276,16515,,,,,,
480,16277,16516,,,,,,
6572,16278,16517,,,,,,
4785,16279,16518,,,,,,
17122,16280,16519,,,,,,
7060,16281,16520,,,,,,
7621,16282,16521,,,,,,
1454,16283,16522,,,,,,
8096,16284,16523,,,,,,
20333,16285,16524,,,,,,
905,16286,16525,,,,,,
8278,16287,16526,,,,,,
22255,16288,16527,,,,,,
2085,16289,16528,,,,,,
13901,16290,16529,,,,,,
2650,16291,16530,,,,,,
6544,16292,16531,,,,,,
13297,16293,16532,,,,,,
17804,16294,16533,,,,,,
2747,16295,16534,,,,,,
11154,16296,16535,,,,,,
2900,16297,16536,,,,,,
17861,16298,16537,,,,,,
15390,16299,16538,,,,,,
6491,16300,16539,,,,,,
18881,16301,16540,,,,,,
20153,16302,16541,,,,,,
17416,16303,16542,,,,,,
23025,16304,16543,,,,,,
5712,16305,16544,,,,,,
9470,16306,16545,,,,,,
18089,16307,16546,,,,,,
2399,16308,16547,,,,,,
1683,16309,16548,,,,,,
210,16310,16549,,,,,,
5025,16311,16550,,,,,,
4098,16312,16551,,,,,,
8281,16313,16552,,,,,,
12307,16314,16553,,,,,,
20525,16315,16554,,,,,,
19420,16316,16555,,,,,,
22798,16317,16556,,,,,,
21308,16318,16557,,,,,,
19486,16319,16558,,,,,,
18510,16320,16559,,,,,,
6086,16321,16560,,,,,,
20787,16322,16561,,,,,,
4218,16323,16562,,,,,,
3099,16324,16563,,,,,,
17951,16325,16564,,,,,,
753,16326,16565,,,,,,
5657,16327,16566,,,,,,
4540,16328,16567,,,,,,
23415,16329,16568,,,,,,
23120,16330,16569,,,,,,
7877,16331,16570,,,,,,
4967,16332,16571,,,,,,
4548,16333,16572,,,,,,
23317,16334,16573,,,,,,
23026,16335,16574,,,,,,
19024,16336,16575,,,,,,
10570,16337,16576,,,,,,
20367,16338,16577,,,,,,
16633,16339,16578,,,,,,
19603,16340,16579,,,,,,
13420,16341,16580,,,,,,
3515,16342,16581,,,,,,
6870,16343,16582,,,,,,
13430,16344,16583,,,,,,
20406,16345,16584,,,,,,
8665,16346,16585,,,,,,
21988,16347,16586,,,,,,
18221,16348,16587,,,,,,
17127,16349,16588,,,,,,
11630,16350,16589,,,,,,
10342,16351,16590,,,,,,
6329,16352,16591,,,,,,
8593,16353,16592,,,,,,
402,16354,16593,,,,,,
18819,16355,16594,,,,,,
21855,16356,16595,,,,,,
1865,16357,16596,,,,,,
4072,16358,16597,,,,,,
2226,16359,16598,,,,,,
988,16360,16599,,,,,,
13590,16361,16600,,,,,,
2150,16362,16601,,,,,,
930,16363,16602,,,,,,
11985,16364,16603,,,,,,
3670,16365,16604,,,,,,
1840,16366,16605,,,,,,
11646,16367,16606,,,,,,
2132,16368,16607,,,,,,
2536,16369,16608,,,,,,
6239,16370,16609,,,,,,
6567,16371,16610,,,,,,
21701,16372,16611,,,,,,
9224,16373,16612,,,,,,
2336,16374,16613,,,,,,
2677,16375,16614,,,,,,
365,16376,16615,,,,,,
23547,16377,16616,,,,,,
17737,16378,16617,,,,,,
20528,16379,16618,,,,,,
8907,16380,16619,,,,,,
22003,16381,16620,,,,,,
18130,16382,16621,,,,,,
9136,16383,16622,,,,,,
11852,16384,16623,,,,,,
22797,16385,16624,,,,,,
12609,16386,16625,,,,,,
2156,16387,16626,,,,,,
8334,16388,16627,,,,,,
461,16389,16628,,,,,,
1738,16390,16629,,,,,,
21969,16391,16630,,,,,,
16230,16392,16631,,,,,,
9656,16393,16632,,,,,,
15978,16394,16633,,,,,,
18772,16395,16634,,,,,,
14096,16396,16635,,,,,,
24018,16397,16636,,,,,,
9634,16398,16637,,,,,,
20004,16399,16638,,,,,,
21203,16400,16639,,,,,,
2451,16401,16640,,,,,,
23395,16402,16641,,,,,,
19589,16403,16642,,,,,,
5076,16404,16643,,,,,,
9468,16405,16644,,,,,,
2136,16406,16645,,,,,,
16572,16407,16646,,,,,,
18337,16408,16647,,,,,,
6348,16409,16648,,,,,,
125,16410,16649,,,,,,
9513,16411,16650,,,,,,
20887,16412,16651,,,,,,
13693,16413,16652,,,,,,
19844,16414,16653,,,,,,
6335,16415,16654,,,,,,
18846,16416,16655,,,,,,
1799,16417,16656,,,,,,
11952,16418,16657,,,,,,
8287,16419,16658,,,,,,
5467,16420,16659,,,,,,
8074,16421,16660,,,,,,
22273,16422,16661,,,,,,
23385,16423,16662,,,,,,
23857,16424,16663,,,,,,
13740,16425,16664,,,,,,
24293,16426,16665,,,,,,
14814,16427,16666,,,,,,
15260,16428,16667,,,,,,
22336,16429,16668,,,,,,
17950,16430,16669,,,,,,
17116,16431,16670,,,,,,
18195,16698,16671,,,,,,
21340,16699,16672,,,,,,
21117,16700,16673,,,,,,
1421,16701,16674,,,,,,
22093,16703,16675,,,,,,
4789,16705,16676,,,,,,
